Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
18-10-2008,05:39:00,0.25,0,244.01,1,0,0,1
05-01-2007,23:52:00,1.724,0.154,241.1,7.2,0,0,18
04-09-2008,20:24:00,0.84,0.252,233.86,3.6,0,0,0
09-01-2010,03:18:00,0.34,0.124,245.89,1.4,0,0,1
24-12-2008,16:14:00,0.44,0,244.62,1.8,0,0,0
15-04-2008,19:10:00,0.354,0.128,238.45,1.6,0,0,0
29-09-2009,23:12:00,0.128,0,244.55,0.4,0,0,1
06-07-2007,14:17:00,0.226,0.118,240.39,1,0,0,0
05-07-2010,10:33:00,0.262,0,243.97,1.6,0,0,1
15-11-2010,09:50:00,1.342,0,236.18,5.6,0,2,17
22-06-2009,19:15:00,0.324,0.104,240.65,1.4,0,0,0
06-09-2009,07:32:00,0.352,0.226,242.09,1.6,0,1,0
06-01-2009,04:22:00,0.296,0,248.5,1.4,0,0,0
11-01-2007,20:57:00,2.866,0.098,233.28,12.2,0,1,17
10-02-2008,08:46:00,1.512,0.054,241.56,7.2,0,0,0
02-04-2008,08:33:00,1.522,0.106,241.07,6.2,0,0,18
27-11-2009,00:33:00,0.306,0.084,241.8,1.2,0,1,1
03-07-2010,23:24:00,2.378,0.338,240.63,10,0,1,18
11-10-2008,23:00:00,0.84,0.12,242.78,3.4,0,1,0
09-09-2009,21:34:00,3.29,0.108,239.08,13.6,1,0,19
04-11-2008,03:13:00,0.368,0.092,243.19,1.6,0,0,0
06-08-2007,02:01:00,1.21,0.106,234.43,5.2,0,0,17
04-10-2007,05:19:00,0.378,0.174,240.53,1.6,0,0,0
03-08-2010,03:50:00,0.558,0.224,240.73,2.8,0,0,4
12-03-2009,03:20:00,0.342,0.106,242.77,1.4,0,0,0
20-07-2007,15:59:00,0.278,0.094,230.27,1.4,0,0,0
29-07-2010,07:53:00,1.31,0.1,239.92,5.4,0,0,18
24-06-2007,14:33:00,0.6,0.102,238.03,2.4,0,0,0
24-09-2008,23:06:00,1.098,0.276,245.15,5.6,8,2,0
27-12-2008,08:11:00,1.516,0.166,244.41,6.2,0,0,0
04-11-2007,15:32:00,0.424,0.108,242.26,1.8,0,0,0
22-10-2009,10:06:00,1.346,0,244.97,5.4,0,0,19
01-07-2010,18:11:00,0.742,0.342,238.71,3.4,0,1,0
28-07-2010,13:04:00,0.334,0.232,240.08,1.6,0,1,1
02-11-2009,03:46:00,0.31,0.06,241.92,1.2,0,0,1
25-01-2010,02:37:00,0.358,0.112,245.63,1.4,0,0,1
09-03-2009,21:37:00,1.878,0.108,241.24,7.8,1,0,0
21-04-2009,02:45:00,1.304,0,241.48,5.4,0,0,0
29-04-2008,05:04:00,0.396,0.164,241.47,1.8,0,0,0
21-06-2008,15:27:00,2.488,0.398,237.59,10.6,0,2,29
23-11-2009,04:24:00,0.23,0,243.61,0.8,0,0,0
22-02-2007,21:50:00,5.516,0.146,233.35,23.8,1,21,17
12-05-2008,21:24:00,1.044,0.208,242.38,4.4,0,0,1
31-08-2007,02:38:00,0.284,0,241.76,1.2,0,0,0
25-02-2010,11:57:00,1.508,0.07,239.8,6.2,0,0,19
03-04-2007,18:43:00,2.28,0.426,240.13,10.4,31,1,0
11-04-2010,20:18:00,1.618,0.336,238.66,6.8,0,0,11
02-10-2010,02:43:00,0.238,0.07,240.9,1,0,0,0
05-02-2007,19:41:00,0.978,0.132,238.09,4,0,1,0
17-03-2009,07:17:00,1.592,0,240.12,6.6,0,0,18
05-11-2010,21:06:00,2.546,0.156,243.17,10.4,0,1,19
25-08-2007,08:07:00,0.212,0.142,244.04,1,0,0,0
27-05-2010,21:24:00,1.896,0.21,238.15,8,0,0,11
27-08-2008,01:38:00,0.158,0.122,240.74,0.8,0,0,1
30-06-2009,01:46:00,0.244,0.13,242.96,1,0,0,0
22-11-2010,23:51:00,0.25,0.048,242.17,1.2,0,0,0
27-11-2009,22:53:00,1.394,0.076,241.68,5.6,0,2,18
31-01-2009,10:34:00,1.778,0.158,240.12,7.4,0,2,18
06-01-2007,15:53:00,0.832,0,241.25,3.6,0,0,0
14-01-2010,04:56:00,?,?,?,?,?,?,
29-06-2010,15:37:00,0.986,0.294,241.86,4.2,0,0,13
16-10-2010,21:33:00,0.252,0,240.05,1,0,0,1
08-10-2007,21:12:00,2.966,0.058,236.04,12.4,0,0,17
11-08-2009,00:45:00,0.378,0.33,242,2,0,2,1
27-07-2007,22:16:00,2.332,0.072,234.18,10,1,0,0
30-05-2008,04:16:00,0.198,0.046,242.54,0.8,0,0,1
27-03-2008,20:39:00,1.824,0.086,237.86,7.6,0,0,0
10-11-2008,00:01:00,0.41,0.098,242.79,1.8,0,0,0
28-03-2008,04:44:00,0.226,0,246.29,0.8,0,0,0
28-10-2010,09:00:00,1.538,0.192,244.5,6.2,0,0,19
17-08-2008,05:41:00,0.182,0.158,243.26,1,0,0,0
26-02-2009,03:23:00,0.342,0.124,245.73,1.4,0,0,0
15-09-2007,02:00:00,0.174,0,239.91,0.8,0,0,0
23-11-2009,18:06:00,0.49,0.102,242.68,2,0,0,0
06-10-2009,02:01:00,0.226,0,240.77,0.8,0,0,1
30-07-2008,18:38:00,1.728,0,237.9,7.2,0,0,18
29-07-2007,12:34:00,0.28,0.196,230.91,1.4,0,0,0
16-10-2007,19:36:00,1.128,0.062,236.41,4.8,0,0,0
19-08-2007,09:07:00,0.102,0,238.47,0.4,0,0,0
14-10-2009,15:43:00,0.294,0.064,239.43,1.2,0,0,1
04-07-2007,13:19:00,0.15,0,241.09,0.6,0,0,0
06-02-2009,18:14:00,2.776,0.072,238.68,11.6,0,0,18
18-01-2010,10:17:00,1.656,0.254,244.42,6.8,0,2,19
07-05-2007,05:36:00,0.12,0,234.66,0.6,0,0,0
27-03-2010,06:12:00,0.246,0,242.91,1,0,0,0
14-08-2010,21:39:00,0.244,0.104,239.08,1,0,1,1
11-11-2009,17:16:00,4.258,0.084,232.36,18.2,0,34,17
10-05-2009,13:49:00,1.564,0.204,241.03,6.6,0,0,18
09-05-2007,01:50:00,0.118,0,236.83,0.6,0,0,0
04-09-2009,23:31:00,0.238,0,245.91,1,0,0,1
11-03-2007,19:04:00,5.686,0.292,236.67,24,38,0,17
08-01-2010,03:01:00,0.362,0.154,252.7,1.6,0,0,1
10-10-2007,20:44:00,3.228,0.198,237.42,13.6,1,0,17
14-05-2007,16:05:00,0.712,0.4,235.65,3.6,0,0,0
14-01-2010,16:02:00,?,?,?,?,?,?,
30-10-2008,07:29:00,0.762,0.058,241.46,3,0,1,0
21-02-2009,09:47:00,0.486,0.05,240.12,2,0,0,0
23-03-2009,09:09:00,1.53,0.088,239.88,6.4,0,0,17
13-05-2008,10:15:00,0.334,0.248,240.47,1.6,0,1,0
17-01-2008,10:50:00,1.53,0.172,239.27,6.4,0,1,18
14-06-2009,00:33:00,?,?,?,?,?,?,
26-05-2010,22:41:00,0.316,0,243.28,1.2,0,0,1
05-03-2007,03:11:00,0.38,0.186,243.05,1.8,0,1,0
25-04-2007,07:48:00,1.274,0.048,236.41,5.4,0,0,18
03-08-2008,14:39:00,0.32,0.24,237.87,1.6,0,1,1
17-11-2009,13:23:00,1.398,0.076,244.64,5.6,0,0,19
17-02-2009,03:30:00,0.208,0.056,245,0.8,0,0,0
10-11-2008,12:53:00,1.85,0.134,238.6,7.8,0,0,18
27-03-2007,12:05:00,0.304,0.104,241.37,1.4,0,1,0
28-11-2008,00:38:00,0.33,0.096,245.49,1.4,0,0,0
07-03-2009,01:52:00,1.454,0.082,243.24,6,0,0,18
25-05-2010,18:04:00,0.48,0,240.82,2,0,2,1
03-12-2009,08:03:00,3.036,0.212,237.39,12.8,1,0,29
17-01-2010,05:00:00,0.25,0,248.13,1,0,0,0
20-04-2007,12:49:00,0.392,0.194,240.41,1.8,0,0,0
05-11-2008,13:01:00,5.046,0.392,234.7,21.8,37,0,17
31-07-2008,09:09:00,0.322,0,239.4,1.6,0,0,0
10-10-2010,18:02:00,1.478,0,239.85,6,0,0,1
27-05-2009,14:25:00,0.92,0.094,228.93,5,0,5,0
02-06-2008,00:21:00,0.262,0.122,243.86,1.2,0,0,1
06-07-2008,07:16:00,0.322,0.224,242,1.6,0,0,0
30-12-2007,23:14:00,1.044,0,242.36,4.4,0,0,0
22-04-2008,06:20:00,0.332,0.07,240.97,1.4,0,0,1
19-11-2010,08:52:00,1.3,0.066,241.95,5.4,0,0,18
30-04-2008,07:45:00,0.32,0.1,240.73,1.4,0,1,1
03-08-2010,08:54:00,0.376,0.134,242.03,1.6,0,0,0
08-11-2009,07:46:00,0.404,0.198,244.18,1.8,0,0,1
25-04-2007,19:05:00,0.186,0.088,235.78,0.8,0,0,0
11-02-2010,19:56:00,2.274,0,241.33,9.4,0,0,18
16-03-2008,16:57:00,0.342,0,246.46,1.6,0,0,0
07-04-2007,16:27:00,0.518,0,242.52,2.2,0,0,0
23-03-2007,07:19:00,3.456,0.074,239.21,15.8,0,0,18
07-10-2009,08:56:00,1.404,0,240.08,5.8,0,0,18
22-07-2008,07:51:00,1.536,0.122,239.16,6.4,0,0,18
13-01-2008,20:43:00,2.062,0.072,236.99,8.8,0,0,0
19-06-2007,17:15:00,0.174,0.106,243.22,0.8,0,0,0
15-10-2009,03:09:00,0.4,0.202,243.23,1.8,0,0,1
03-09-2007,08:44:00,2.92,0.056,238.21,13,0,25,17
07-03-2007,02:26:00,0.386,0.21,240.52,1.8,0,1,0
06-09-2010,00:50:00,0.372,0.2,242.93,1.8,0,2,1
19-01-2009,10:41:00,1.442,0.18,241.93,6,0,2,18
30-11-2007,22:59:00,1.19,0,244.95,4.8,0,0,0
25-04-2010,03:58:00,1.272,0.17,242.67,5.2,0,1,1
20-10-2007,03:46:00,0.404,0.224,242.52,1.8,0,2,0
06-02-2008,06:23:00,0.27,0,241.7,1.2,0,0,0
21-07-2010,19:26:00,0.328,0.09,240.65,1.4,0,0,1
20-08-2008,09:48:00,0.178,0.156,242.66,0.8,0,0,0
03-09-2010,11:57:00,1.378,0.134,238.33,5.8,0,1,18
30-06-2010,15:45:00,0.726,0,239.72,3.2,0,0,1
01-10-2009,20:26:00,3.198,0.182,235.27,13.6,0,0,18
16-11-2010,04:10:00,0.232,0,244.36,1,0,0,0
27-02-2010,00:34:00,0.274,0,245.24,1.2,0,0,0
22-07-2007,16:56:00,0.266,0.114,239.92,1.2,0,0,0
25-01-2010,11:15:00,1.33,0.048,241.57,5.4,0,0,19
28-06-2007,12:36:00,1.274,0.104,236,5.4,0,0,17
04-05-2009,13:15:00,1.32,0,241.03,5.4,0,0,18
21-12-2006,18:32:00,2.634,0.056,233.9,11.2,0,2,17
27-08-2008,08:37:00,0.182,0.156,242.35,1,0,0,0
15-03-2008,23:48:00,0.29,0,246.18,1.2,0,0,0
14-10-2010,04:11:00,0.358,0.09,240.01,1.6,0,1,0
13-05-2009,01:02:00,0.33,0,244.95,1.4,0,0,0
29-03-2009,05:54:00,1.844,0,243.11,7.6,0,0,0
28-03-2008,15:29:00,0.214,0,243.77,0.8,0,0,0
08-03-2008,03:19:00,0.264,0,242.19,1,0,0,0
22-06-2009,18:33:00,0.432,0.114,242.64,1.8,0,0,1
19-11-2010,22:44:00,0.374,0.07,241.04,1.6,0,0,0
08-07-2008,22:15:00,4.274,0.152,234.93,18.2,37,0,18
10-03-2010,04:29:00,0.348,0.1,248.86,1.4,0,0,1
17-01-2009,07:20:00,2.746,0.08,240.02,11.4,0,0,18
25-12-2008,12:07:00,0.442,0.134,241.12,1.8,0,1,0
17-07-2008,15:42:00,1.596,0.216,238.24,6.8,0,1,18
28-01-2010,01:02:00,1.502,0.118,244.47,6,0,0,19
03-12-2007,06:19:00,0.448,0,242.46,2,0,0,0
13-01-2009,00:07:00,0.376,0.1,248.4,1.6,0,0,0
24-11-2009,07:55:00,2.608,0.392,238.22,11,1,0,18
17-03-2009,21:58:00,2.52,0,239.99,11,0,25,0
17-01-2010,22:12:00,2.016,0.126,240.67,8.4,0,0,19
08-07-2010,23:37:00,1.202,0.084,241.32,5,0,0,0
07-05-2009,19:38:00,1.438,0.108,240.32,6,0,0,19
14-10-2007,14:28:00,3.762,0.162,236.52,15.8,1,37,18
11-05-2009,15:16:00,0.258,0,239.21,1,0,0,0
23-04-2010,03:00:00,0.316,0.064,242.26,1.2,0,0,1
06-06-2007,18:41:00,0.68,0.36,236.1,3.2,0,0,0
19-03-2008,15:21:00,0.39,0.232,241.48,1.8,0,1,0
14-02-2010,09:50:00,0.35,0.098,244.82,1.6,0,1,0
20-08-2010,21:53:00,?,?,?,?,?,?,
01-07-2010,14:01:00,0.896,0.146,236.04,3.8,0,1,0
26-04-2007,13:29:00,0.414,0.09,233.83,2,0,0,0
12-11-2010,18:14:00,2.552,0.268,231.6,11,0,0,0
14-04-2010,14:39:00,5.194,0.162,241.55,21.4,0,75,0
28-06-2009,22:19:00,1.302,0.048,241.33,5.4,0,0,1
31-08-2008,13:35:00,0.152,0.124,240.85,0.8,0,0,1
26-06-2009,11:44:00,0.23,0.106,240.65,1,0,1,0
08-08-2008,04:03:00,0.17,0.108,239.81,1,0,0,0
11-12-2009,20:24:00,0.934,0.224,243.84,3.8,1,0,1
06-08-2007,18:35:00,0.232,0.114,237.29,1,0,0,0
28-09-2008,21:05:00,4.056,0.124,236.25,17.8,17,0,17
17-04-2009,13:42:00,0.414,0.122,243.28,1.8,0,0,0
20-06-2007,01:29:00,0.174,0.102,240.85,0.8,0,1,0
27-02-2010,23:56:00,0.438,0,245.31,1.8,0,0,1
16-08-2010,23:45:00,0.972,0.12,241.93,4,0,0,0
16-07-2007,14:23:00,0.29,0.192,234.21,1.4,0,0,0
02-11-2009,18:44:00,1.826,0.046,238.94,7.6,0,0,18
18-01-2007,03:27:00,0.218,0,244.14,1,0,0,0
04-09-2009,06:53:00,1.524,0,240.74,6.2,0,0,19
19-03-2007,13:20:00,0.342,0.114,243.25,1.4,0,0,0
03-03-2007,15:11:00,0.218,0,243.31,0.8,0,0,0
18-12-2006,10:03:00,1.336,0.088,237.88,5.6,0,0,17
15-12-2009,14:12:00,1.572,0.068,246.29,6.4,0,0,19
05-11-2009,17:00:00,0.316,0.072,241.35,1.4,0,0,0
02-03-2007,16:29:00,0.326,0.126,241.43,1.4,0,0,0
11-11-2010,19:19:00,1.954,0.23,232.54,8.4,0,0,0
03-02-2008,13:07:00,0.46,0,241.85,2.2,0,0,0
16-12-2007,10:35:00,4.028,0.066,237.43,17,34,0,17
16-03-2007,22:39:00,2.196,0.094,238.7,9.2,0,0,18
06-04-2007,11:38:00,1.268,0,238.53,5.2,0,0,18
16-08-2010,05:57:00,0.842,0.17,238.19,3.6,0,0,11
23-06-2007,17:06:00,0.43,0.338,239.99,2.2,0,1,0
09-08-2010,20:45:00,0.16,0,241.89,0.6,0,0,1
08-01-2010,17:27:00,2.036,0.098,241.08,8.4,0,0,19
22-10-2008,22:30:00,2.228,0.182,238.79,9.2,0,1,18
03-12-2008,02:40:00,0.372,0.086,244.46,1.6,0,0,0
22-04-2009,22:24:00,0.464,0.172,243.65,2,0,1,1
27-06-2009,15:49:00,0.296,0.136,243.41,1.2,0,0,1
11-03-2008,05:00:00,0.282,0.052,242.74,1.2,0,0,0
07-11-2009,10:36:00,0.42,0.224,241.84,1.8,0,0,1
31-05-2010,11:43:00,1.24,0,238.7,5.2,0,0,18
11-11-2009,07:14:00,0.34,0.112,243.02,1.4,0,2,1
01-09-2007,19:18:00,1.694,0.192,240.43,7.2,0,0,18
22-05-2007,16:56:00,0.282,0,235.82,1.2,0,0,0
05-01-2009,08:49:00,1.382,0.072,243.7,5.6,0,0,18
09-04-2007,07:42:00,0.394,0.232,242.76,1.8,0,0,0
06-12-2008,15:58:00,1.408,0.246,242.7,5.8,0,0,0
30-05-2010,05:18:00,0.518,0.208,242.18,2.2,0,0,1
19-09-2007,09:17:00,1.326,0.198,236.73,5.6,0,1,17
13-12-2009,10:43:00,3.73,0.088,242.93,15.6,39,0,0
22-04-2010,08:29:00,0.63,0.328,243.17,3,0,1,1
23-12-2007,19:50:00,7.006,0.432,233.62,30.4,22,32,17
15-08-2008,00:52:00,0.156,0.122,240.76,0.8,0,0,0
20-06-2007,02:22:00,0.084,0,239.79,0.4,0,0,0
15-01-2007,15:43:00,1.676,0.268,243.25,7,0,1,18
27-01-2010,16:44:00,0.802,0.252,244.62,3.4,0,1,1
22-08-2007,12:01:00,0.202,0.132,239.97,1,0,0,0
24-07-2008,09:31:00,2.06,0.156,236.31,8.6,0,0,30
25-01-2010,23:43:00,1.606,0,243.05,6.6,2,0,19
04-04-2010,07:26:00,0.306,0.082,245.77,1.2,0,0,1
13-09-2008,14:36:00,0.842,0.362,242.57,4.2,0,0,4
18-04-2007,16:14:00,0.144,0,242.59,0.6,0,0,0
12-09-2009,12:56:00,2.722,0.41,239.05,11.4,38,1,1
18-07-2007,20:38:00,0.19,0.074,235.07,0.8,0,0,0
13-11-2008,14:05:00,0.338,0.062,245.15,1.4,0,0,0
29-05-2010,01:22:00,0.384,0.112,239.99,1.8,0,0,1
09-08-2009,00:38:00,0.234,0.136,241.58,1,0,0,1
07-09-2008,11:33:00,0.4,0.11,240.4,1.8,0,0,1
22-08-2010,06:14:00,?,?,?,?,?,?,
16-11-2007,02:23:00,0.418,0.248,246,2,0,1,0
12-06-2009,23:50:00,0.294,0,245.37,1.2,0,0,1
19-04-2010,04:55:00,0.344,0.066,239.52,1.4,0,0,1
27-02-2008,03:19:00,0.318,0.114,242.67,1.4,0,0,0
23-07-2010,21:30:00,1.398,0.222,239.91,5.8,0,1,18
15-01-2008,13:00:00,3.512,0.246,240.23,14.8,0,27,18
06-12-2007,17:42:00,2.102,0.066,236.63,8.8,0,0,0
24-09-2008,09:45:00,1.302,0.11,239.49,5.4,0,1,18
15-12-2008,11:24:00,1.34,0.056,241.39,5.4,0,0,18
17-08-2010,14:02:00,0.266,0.092,239.43,1.2,0,0,1
21-12-2007,05:23:00,0.328,0.114,247.02,1.4,0,0,0
10-01-2008,01:19:00,0.398,0,243.34,1.8,0,0,0
01-02-2009,20:57:00,1.048,0,242.76,4.2,0,0,0
03-03-2007,10:25:00,0.222,0,241.87,1,0,0,0
26-02-2007,04:58:00,0.3,0.104,239.38,1.2,0,1,0
21-10-2008,22:28:00,0.916,0,240.59,3.8,0,0,1
04-10-2008,03:18:00,1.394,0,237.04,5.8,0,0,18
10-03-2009,03:06:00,1.454,0.084,242.3,6,0,0,18
02-01-2010,04:43:00,0.26,0,248.9,1,0,0,1
27-12-2009,12:00:00,0.778,0.126,244.68,3.2,0,0,0
11-04-2010,18:01:00,0.522,0.224,241.49,2.4,0,1,0
17-07-2009,18:42:00,0.208,0.084,240.39,0.8,0,0,0
03-05-2007,13:09:00,0.21,0.094,235.18,1,0,0,0
30-12-2009,04:26:00,0.256,0,242.45,1,0,0,0
17-05-2008,23:20:00,5.266,0.18,236.15,22.2,37,0,18
09-09-2008,01:02:00,1.198,0,238.36,5,0,0,18
05-10-2009,02:39:00,0.352,0.146,244.89,1.6,0,0,1
13-09-2008,07:09:00,1.836,0.266,237.2,7.8,0,1,18
09-06-2010,16:46:00,0.304,0,242.79,1.2,0,1,1
27-09-2010,20:28:00,?,?,?,?,?,?,
04-04-2007,04:17:00,0.218,0,242.18,1,0,0,0
11-07-2007,13:46:00,0.224,0.11,238.83,1,0,0,0
01-01-2008,10:38:00,0.684,0,241.06,3,0,0,0
23-06-2010,13:01:00,0.34,0.25,242.44,1.6,0,2,0
05-12-2009,03:44:00,1.432,0,245.05,5.8,0,0,19
26-01-2007,14:06:00,1.498,0,244.13,6.2,0,0,18
10-06-2010,00:44:00,0.43,0.228,241.95,2,0,1,0
24-02-2008,21:38:00,0.302,0.094,236.23,1.2,0,0,0
13-01-2007,06:15:00,0.308,0.16,245.27,1.4,0,1,0
03-02-2008,12:34:00,2.316,0.29,239.73,10,0,24,0
05-09-2009,15:38:00,2.774,0.304,238.21,11.6,38,3,0
14-08-2010,00:45:00,1.976,0.298,238.73,8.2,0,1,30
31-01-2010,23:22:00,0.948,0.292,246.5,4,0,0,1
04-07-2007,04:04:00,0.358,0.21,241.46,1.8,0,2,0
25-11-2009,15:09:00,0.462,0.33,246.33,2.2,0,0,1
24-05-2008,09:42:00,1.218,0,239.94,5,0,0,18
11-10-2007,10:48:00,1.246,0.054,236.59,5.2,0,0,18
30-06-2009,01:53:00,0.3,0.188,242.21,1.6,0,0,1
03-06-2008,07:08:00,1.606,0,233.23,6.8,0,0,18
19-05-2007,12:43:00,1.458,0.104,235.82,7.8,12,0,0
30-05-2008,15:55:00,0.53,0.226,241.64,2.6,0,0,0
03-01-2007,20:40:00,0.254,0.062,243.79,1.2,0,0,0
07-08-2010,04:29:00,0.158,0,242.23,0.6,0,0,1
13-03-2007,01:25:00,0.236,0,241.36,1,0,0,0
23-07-2007,04:24:00,0.296,0.2,235.3,1.4,0,0,0
27-07-2010,04:54:00,0.152,0,237.92,0.6,0,0,1
30-10-2010,16:52:00,1.632,0.186,245.1,6.6,0,0,19
10-09-2008,22:06:00,2.892,0.07,238.93,12.2,0,0,18
26-04-2010,13:11:00,0.31,0.096,240.67,1.2,0,1,1
01-11-2010,12:21:00,0.44,0.25,244.82,2,0,1,1
23-07-2007,13:26:00,0.448,0.074,233.76,2.6,0,0,0
12-02-2008,17:59:00,1.096,0.104,238.88,4.6,0,0,0
20-03-2008,21:22:00,1.204,0.048,239.7,5,0,0,0
30-06-2007,17:50:00,1.498,0.09,240.2,6.2,0,0,17
08-10-2010,10:18:00,1.428,0.046,242.98,5.8,0,1,19
23-03-2010,15:23:00,2.312,0.194,239.51,10.4,13,1,19
25-08-2009,08:11:00,0.32,0.232,241.62,1.6,0,1,1
01-12-2009,21:38:00,2.388,0.084,237.29,10,0,0,17
03-09-2009,00:41:00,1.02,0.236,239.33,4.4,0,1,13
04-07-2008,23:24:00,0.352,0.084,241.46,1.4,0,0,1
15-04-2010,00:04:00,0.372,0.186,241.37,1.6,0,1,0
30-08-2009,00:30:00,0.98,0.12,239.39,4,0,0,12
27-06-2010,07:29:00,0.226,0.112,240.98,1,0,1,0
02-04-2010,12:35:00,1.866,0.198,245.22,7.6,0,0,19
01-03-2009,03:32:00,0.45,0.208,243.74,2,0,1,0
15-01-2009,00:53:00,0.366,0.192,245.81,1.6,0,1,0
25-05-2009,13:19:00,0.476,0,234.03,2,0,0,1
25-08-2007,17:08:00,1.254,0.116,239.19,5.2,0,0,18
25-09-2008,03:02:00,0.15,0,240.8,0.6,0,0,1
18-12-2007,20:08:00,1.884,0,237.47,8,0,0,0
21-02-2009,19:42:00,0.298,0.066,239.2,1.2,0,0,0
30-05-2007,11:37:00,1.438,0.116,233.05,6.2,0,0,17
05-08-2008,07:02:00,0.32,0.182,239.09,1.4,0,2,0
27-11-2007,19:20:00,1.288,0,239.38,5.6,0,1,0
15-01-2007,05:18:00,0.284,0.104,241.09,1.2,0,0,0
25-11-2008,17:14:00,0.428,0.19,242.12,1.8,0,0,0
25-01-2007,07:47:00,2.58,0,238.84,10.8,0,0,18
25-04-2008,07:48:00,1.708,0.086,240.46,7.4,0,0,19
25-02-2008,09:09:00,0.316,0.106,240.25,1.4,0,0,0
